GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1500000US360470279002,360470279002,"Block Group 2, Census Tract 279, Kings County, New York",625,190,247,124,236,123,11,17,11,17,0,12,0,12,0,12,0,12,378,134,65,64,0,12,301,140,12,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470279003,360470279003,"Block Group 3, Census Tract 279, Kings County, New York",495,229,77,56,29,34,48,47,47,47,0,12,0,12,0,12,1,2,383,220,56,45,0,12,327,217,0,12,0,12,0,12,0,12,0,12,35,43,0,12,0,12
1500000US360470279004,360470279004,"Block Group 4, Census Tract 279, Kings County, New York",394,146,22,25,22,25,0,12,0,12,0,12,0,12,0,12,0,12,365,144,75,63,0,12,290,124,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12
1500000US360470280000,360470280000,"Block Group 0, Census Tract 280, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470280001,360470280001,"Block Group 1, Census Tract 280, Kings County, New York",339,105,154,71,75,40,79,43,74,42,5,8,0,12,0,12,0,12,128,85,23,28,0,12,105,67,0,12,0,12,0,12,6,8,0,12,35,29,0,12,16,18
1500000US360470280002,360470280002,"Block Group 2, Census Tract 280, Kings County, New York",405,154,161,129,55,35,106,123,20,24,11,13,0,12,75,118,0,12,215,107,52,44,0,12,147,93,16,27,0,12,0,12,0,12,0,12,28,34,0,12,1,2
1500000US360470281001,360470281001,"Block Group 1, Census Tract 281, Kings County, New York",514,175,8,14,8,14,0,12,0,12,0,12,0,12,0,12,0,12,474,178,93,63,0,12,354,162,27,33,0,12,0,12,0,12,0,12,32,26,0,12,0,12
1500000US360470281002,360470281002,"Block Group 2, Census Tract 281, Kings County, New York",588,223,101,133,101,133,0,12,0,12,0,12,0,12,0,12,0,12,478,189,58,43,0,12,420,173,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12
1500000US360470281003,360470281003,"Block Group 3, Census Tract 281, Kings County, New York",518,217,99,73,99,73,0,12,0,12,0,12,0,12,0,12,0,12,372,164,134,99,0,12,238,107,0,12,0,12,0,12,0,12,0,12,31,49,0,12,16,25
1500000US360470282000,360470282000,"Block Group 0, Census Tract 282, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470282001,360470282001,"Block Group 1, Census Tract 282, Kings County, New York",779,212,180,87,131,79,49,41,49,41,0,12,0,12,0,12,0,12,567,214,166,112,0,12,394,188,7,11,0,12,0,12,0,12,0,12,0,12,0,12,32,50
1500000US360470282002,360470282002,"Block Group 2, Census Tract 282, Kings County, New York",395,158,92,81,85,78,7,11,7,11,0,12,0,12,0,12,0,12,287,161,80,69,0,12,170,94,37,50,0,12,0,12,0,12,0,12,9,16,0,12,7,11
1500000US360470282003,360470282003,"Block Group 3, Census Tract 282, Kings County, New York",157,91,31,29,21,23,10,15,10,15,0,12,0,12,0,12,0,12,111,86,43,43,0,12,68,52,0,12,0,12,0,12,0,12,6,10,4,9,0,12,5,8
1500000US360470283001,360470283001,"Block Group 1, Census Tract 283, Kings County, New York",465,186,22,36,22,36,0,12,0,12,0,12,0,12,0,12,0,12,302,141,116,105,0,12,176,101,10,18,0,12,0,12,0,12,0,12,94,88,0,12,47,65
1500000US360470283002,360470283002,"Block Group 2, Census Tract 283, Kings County, New York",537,262,77,70,77,70,0,12,0,12,0,12,0,12,0,12,0,12,430,229,99,73,0,12,331,187,0,12,0,12,0,12,0,12,0,12,7,12,0,12,23,35
1500000US360470283003,360470283003,"Block Group 3, Census Tract 283, Kings County, New York",243,94,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,198,81,53,42,0,12,145,68,0,12,0,12,0,12,0,12,0,12,37,41,0,12,8,15
1500000US360470284001,360470284001,"Block Group 1, Census Tract 284, Kings County, New York",422,133,59,49,44,46,15,17,6,10,0,12,9,14,0,12,0,12,316,121,46,32,0,12,263,122,7,11,0,12,0,12,0,12,0,12,41,42,0,12,6,11
1500000US360470284002,360470284002,"Block Group 2, Census Tract 284, Kings County, New York",461,152,152,128,51,48,101,102,101,102,0,12,0,12,0,12,0,12,270,108,112,67,0,12,129,70,29,37,0,12,0,12,0,12,0,12,17,19,0,12,22,35
1500000US360470284003,360470284003,"Block Group 3, Census Tract 284, Kings County, New York",658,235,125,82,58,43,67,70,0,12,30,34,0,12,37,58,0,12,340,143,50,51,0,12,268,118,22,36,0,12,11,17,0,12,9,16,128,124,0,12,45,38
1500000US360470285011,360470285011,"Block Group 1, Census Tract 285.01, Kings County, New York",159,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,70,42,0,12,0,12,70,42,0,12,0,12,0,12,0,12,36,35,53,82,0,12,0,12
1500000US360470285021,360470285021,"Block Group 1, Census Tract 285.02, Kings County, New York",536,157,115,43,99,48,16,25,16,25,0,12,0,12,0,12,0,12,354,149,43,49,0,12,247,133,64,70,0,12,0,12,0,12,0,12,67,52,0,12,0,12
1500000US360470286000,360470286000,"Block Group 0, Census Tract 286, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470286001,360470286001,"Block Group 1, Census Tract 286, Kings County, New York",353,138,62,60,47,42,15,25,15,25,0,12,0,12,0,12,0,12,279,135,84,72,0,12,195,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19
1500000US360470286002,360470286002,"Block Group 2, Census Tract 286, Kings County, New York",154,123,90,81,55,58,35,56,0,12,0,12,35,56,0,12,0,12,55,55,32,50,0,12,23,27,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12
1500000US360470286003,360470286003,"Block Group 3, Census Tract 286, Kings County, New York",236,99,125,94,125,94,0,12,0,12,0,12,0,12,0,12,0,12,98,73,12,20,0,12,86,72,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12
1500000US360470286004,360470286004,"Block Group 4, Census Tract 286, Kings County, New York",637,243,210,131,132,112,78,92,30,51,48,75,0,12,0,12,0,12,427,181,82,80,0,12,345,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470286005,360470286005,"Block Group 5, Census Tract 286, Kings County, New York",441,193,69,51,69,51,0,12,0,12,0,12,0,12,0,12,0,12,330,171,77,95,0,12,253,147,0,12,0,12,0,12,0,12,0,12,42,48,0,12,0,12
1500000US360470287001,360470287001,"Block Group 1, Census Tract 287, Kings County, New York",311,176,49,47,49,47,0,12,0,12,0,12,0,12,0,12,0,12,191,98,42,47,0,12,149,89,0,12,0,12,0,12,0,12,0,12,0,12,36,43,35,41
1500000US360470287002,360470287002,"Block Group 2, Census Tract 287, Kings County, New York",213,102,49,67,0,12,49,67,49,67,0,12,0,12,0,12,0,12,143,70,17,28,0,12,126,71,0,12,0,12,0,12,0,12,17,26,1,2,0,12,3,6
1500000US360470287003,360470287003,"Block Group 3, Census Tract 287, Kings County, New York",529,229,92,82,92,82,0,12,0,12,0,12,0,12,0,12,0,12,319,161,77,61,33,29,209,146,0,12,0,12,0,12,0,12,21,32,39,59,0,12,58,81
1500000US360470288001,360470288001,"Block Group 1, Census Tract 288, Kings County, New York",511,148,126,73,84,60,42,41,42,41,0,12,0,12,0,12,0,12,318,98,51,38,0,12,267,86,0,12,0,12,9,13,0,12,0,12,47,40,0,12,11,18
1500000US360470288002,360470288002,"Block Group 2, Census Tract 288, Kings County, New York",236,87,74,48,74,48,0,12,0,12,0,12,0,12,0,12,0,12,118,53,76,54,0,12,42,31,0,12,0,12,0,12,0,12,0,12,44,37,0,12,0,12
1500000US360470288003,360470288003,"Block Group 3, Census Tract 288, Kings County, New York",420,125,104,80,80,53,24,35,0,12,24,35,0,12,0,12,0,12,300,107,39,46,0,12,248,92,13,20,0,12,0,12,0,12,0,12,16,27,0,12,0,12
1500000US360470289001,360470289001,"Block Group 1, Census Tract 289, Kings County, New York",340,169,101,67,101,67,0,12,0,12,0,12,0,12,0,12,0,12,218,125,34,53,0,12,174,113,10,18,0,12,0,12,0,12,0,12,21,34,0,12,0,12
1500000US360470289002,360470289002,"Block Group 2, Census Tract 289, Kings County, New York",151,71,12,19,0,12,12,19,12,19,0,12,0,12,0,12,0,12,130,66,47,34,0,12,83,53,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12
1500000US360470289003,360470289003,"Block Group 3, Census Tract 289, Kings County, New York",281,118,16,25,16,25,0,12,0,12,0,12,0,12,0,12,0,12,256,106,29,47,0,12,195,97,0,12,32,35,0,12,0,12,0,12,0,12,9,15,0,12
1500000US360470289004,360470289004,"Block Group 4, Census Tract 289, Kings County, New York",276,88,19,30,0,12,19,30,0,12,19,30,0,12,0,12,0,12,250,85,66,51,0,12,184,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11
1500000US360470290001,360470290001,"Block Group 1, Census Tract 290, Kings County, New York",711,206,179,94,179,94,0,12,0,12,0,12,0,12,0,12,0,12,424,140,111,111,0,12,313,117,0,12,0,12,0,12,0,12,20,31,21,19,0,12,67,67
1500000US360470290002,360470290002,"Block Group 2, Census Tract 290, Kings County, New York",391,141,60,52,60,52,0,12,0,12,0,12,0,12,0,12,0,12,272,107,6,9,0,12,266,108,0,12,0,12,0,12,0,12,0,12,46,36,8,12,5,8
1500000US360470290003,360470290003,"Block Group 3, Census Tract 290, Kings County, New York",480,148,116,65,98,60,18,17,6,10,12,13,0,12,0,12,0,12,303,122,71,49,0,12,223,111,9,15,0,12,0,12,0,12,0,12,7,11,22,33,32,51
1500000US360470291001,360470291001,"Block Group 1, Census Tract 291, Kings County, New York",395,142,56,67,56,67,0,12,0,12,0,12,0,12,0,12,0,12,299,128,61,48,0,12,225,119,13,19,0,12,0,12,0,12,0,12,23,36,0,12,17,17
1500000US360470291002,360470291002,"Block Group 2, Census Tract 291, Kings County, New York",522,194,62,65,40,55,22,35,22,35,0,12,0,12,0,12,0,12,380,154,76,75,29,45,275,137,0,12,0,12,0,12,0,12,0,12,25,30,0,12,55,61
1500000US360470291003,360470291003,"Block Group 3, Census Tract 291, Kings County, New York",260,111,65,56,65,56,0,12,0,12,0,12,0,12,0,12,0,12,172,80,46,36,0,12,126,70,0,12,0,12,0,12,0,12,0,12,4,11,0,12,19,30
1500000US360470292000,360470292000,"Block Group 0, Census Tract 292, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470292001,360470292001,"Block Group 1, Census Tract 292, Kings County, New York",434,141,119,68,85,53,34,41,10,17,0,12,24,38,0,12,0,12,301,144,50,38,0,12,235,118,16,20,0,12,0,12,0,12,0,12,10,13,0,12,4,7
1500000US360470292002,360470292002,"Block Group 2, Census Tract 292, Kings County, New York",403,122,52,37,52,37,0,12,0,12,0,12,0,12,0,12,0,12,279,83,71,49,0,12,208,78,0,12,0,12,0,12,0,12,18,24,37,35,5,9,12,14
1500000US360470293001,360470293001,"Block Group 1, Census Tract 293, Kings County, New York",234,96,19,32,19,32,0,12,0,12,0,12,0,12,0,12,0,12,152,85,10,17,0,12,142,87,0,12,0,12,9,14,0,12,0,12,29,50,0,12,25,29
1500000US360470293002,360470293002,"Block Group 2, Census Tract 293, Kings County, New York",204,98,12,19,0,12,12,19,12,19,0,12,0,12,0,12,0,12,143,82,93,65,23,38,27,39,0,12,0,12,0,12,0,12,0,12,49,43,0,12,0,12
1500000US360470293003,360470293003,"Block Group 3, Census Tract 293, Kings County, New York",174,107,45,48,45,48,0,12,0,12,0,12,0,12,0,12,0,12,113,93,60,68,0,12,53,64,0,12,0,12,16,24,0,12,0,12,0,12,0,12,0,12
1500000US360470293004,360470293004,"Block Group 4, Census Tract 293, Kings County, New York",425,155,19,27,19,27,0,12,0,12,0,12,0,12,0,12,0,12,386,154,42,46,0,12,336,141,8,13,0,12,0,12,0,12,0,12,20,32,0,12,0,12
1500000US360470294000,360470294000,"Block Group 0, Census Tract 294, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470294001,360470294001,"Block Group 1, Census Tract 294, Kings County, New York",860,176,184,77,159,73,25,26,25,26,0,12,0,12,0,12,0,12,573,144,205,109,22,27,334,135,12,13,0,12,0,12,0,12,0,12,82,47,4,7,17,22
1500000US360470295001,360470295001,"Block Group 1, Census Tract 295, Kings County, New York",426,142,89,55,69,45,20,31,20,31,0,12,0,12,0,12,0,12,312,125,44,40,0,12,258,114,10,16,0,12,0,12,0,12,0,12,25,31,0,12,0,12
1500000US360470295002,360470295002,"Block Group 2, Census Tract 295, Kings County, New York",541,229,80,69,80,69,0,12,0,12,0,12,0,12,0,12,0,12,395,207,8,15,0,12,387,205,0,12,0,12,0,12,0,12,0,12,29,33,0,12,37,60
1500000US360470295003,360470295003,"Block Group 3, Census Tract 295, Kings County, New York",693,196,90,64,69,55,21,33,0,12,0,12,21,33,0,12,0,12,594,187,37,43,0,12,557,187,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12
1500000US360470295004,360470295004,"Block Group 4, Census Tract 295, Kings County, New York",416,120,96,64,86,61,10,16,10,16,0,12,0,12,0,12,0,12,261,86,0,12,0,12,261,86,0,12,0,12,0,12,0,12,0,12,35,56,0,12,24,27
1500000US360470296001,360470296001,"Block Group 1, Census Tract 296, Kings County, New York",395,157,69,48,69,48,0,12,0,12,0,12,0,12,0,12,0,12,290,121,31,36,0,12,254,114,5,19,0,12,0,12,0,12,0,12,36,59,0,12,0,12
1500000US360470296002,360470296002,"Block Group 2, Census Tract 296, Kings County, New York",438,192,112,81,112,81,0,12,0,12,0,12,0,12,0,12,0,12,326,165,148,138,0,12,167,105,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470296003,360470296003,"Block Group 3, Census Tract 296, Kings County, New York",625,237,248,144,191,114,57,77,38,66,19,32,0,12,0,12,0,12,377,158,70,56,0,12,295,150,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470296004,360470296004,"Block Group 4, Census Tract 296, Kings County, New York",309,207,97,74,76,70,21,32,21,32,0,12,0,12,0,12,0,12,151,137,89,124,0,12,31,34,31,35,0,12,0,12,0,12,0,12,40,64,0,12,21,32
1500000US360470297001,360470297001,"Block Group 1, Census Tract 297, Kings County, New York",419,124,62,49,62,49,0,12,0,12,0,12,0,12,0,12,0,12,296,115,15,28,0,12,281,110,0,12,0,12,0,12,0,12,0,12,30,41,0,12,31,34
1500000US360470297002,360470297002,"Block Group 2, Census Tract 297, Kings County, New York",399,136,50,43,11,17,39,40,39,40,0,12,0,12,0,12,0,12,236,88,21,33,0,12,215,86,0,12,0,12,0,12,0,12,27,40,86,56,0,12,0,12
1500000US360470297003,360470297003,"Block Group 3, Census Tract 297, Kings County, New York",714,193,222,114,207,105,15,23,15,23,0,12,0,12,0,12,0,12,446,152,8,15,0,12,411,151,27,25,0,12,0,12,0,12,0,12,0,12,0,12,46,48
1500000US360470298001,360470298001,"Block Group 1, Census Tract 298, Kings County, New York",651,230,142,82,119,70,23,27,11,17,5,15,7,11,0,12,0,12,509,203,71,60,0,12,420,186,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470298002,360470298002,"Block Group 2, Census Tract 298, Kings County, New York",509,245,64,55,27,34,37,45,10,20,0,12,27,43,0,12,0,12,350,208,134,158,0,12,187,100,29,44,0,12,0,12,0,12,0,12,78,62,9,14,8,12
1500000US360470298003,360470298003,"Block Group 3, Census Tract 298, Kings County, New York",562,244,152,166,87,57,65,136,0,12,65,136,0,12,0,12,0,12,234,119,11,34,0,12,215,120,8,12,0,12,27,43,0,12,0,12,76,91,0,12,73,103
1500000US360470299001,360470299001,"Block Group 1, Census Tract 299, Kings County, New York",528,165,111,66,101,64,10,16,10,16,0,12,0,12,0,12,0,12,321,116,46,34,0,12,224,106,51,46,0,12,23,25,0,12,0,12,16,24,7,11,50,80
1500000US360470299002,360470299002,"Block Group 2, Census Tract 299, Kings County, New York",239,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,183,71,53,47,0,12,115,62,15,18,0,12,0,12,0,12,0,12,18,21,0,12,38,43
1500000US360470300001,360470300001,"Block Group 1, Census Tract 300, Kings County, New York",755,242,366,177,224,129,142,167,38,41,0,12,0,12,104,165,0,12,363,148,108,90,0,12,255,118,0,12,0,12,8,13,0,12,0,12,18,28,0,12,0,12
1500000US360470300002,360470300002,"Block Group 2, Census Tract 300, Kings County, New York",743,148,188,56,144,60,44,28,0,12,0,12,0,12,44,28,0,12,459,121,123,65,0,12,336,104,0,12,0,12,23,32,0,12,0,12,40,39,19,21,14,23
1500000US360470301001,360470301001,"Block Group 1, Census Tract 301, Kings County, New York",375,156,69,54,69,54,0,12,0,12,0,12,0,12,0,12,0,12,197,84,19,29,0,12,178,80,0,12,0,12,0,12,0,12,0,12,109,79,0,12,0,12
1500000US360470301002,360470301002,"Block Group 2, Census Tract 301, Kings County, New York",301,129,70,60,70,60,0,12,0,12,0,12,0,12,0,12,0,12,208,109,0,12,0,12,208,109,0,12,0,12,0,12,0,12,0,12,23,30,0,12,0,12
1500000US360470301003,360470301003,"Block Group 3, Census Tract 301, Kings County, New York",284,103,91,58,91,58,0,12,0,12,0,12,0,12,0,12,0,12,145,74,0,12,0,12,145,74,0,12,0,12,0,12,0,12,0,12,8,15,0,12,40,55
1500000US360470302001,360470302001,"Block Group 1, Census Tract 302, Kings County, New York",548,172,201,93,76,44,125,87,41,44,51,55,33,50,0,12,0,12,294,111,22,27,0,12,252,108,20,32,0,12,0,12,0,12,0,12,25,25,0,12,28,45
1500000US360470302002,360470302002,"Block Group 2, Census Tract 302, Kings County, New York",647,165,187,91,144,80,43,43,11,17,32,40,0,12,0,12,0,12,444,140,40,36,0,12,404,127,0,12,0,12,0,12,0,12,0,12,9,14,0,12,7,11
1500000US360470302003,360470302003,"Block Group 3, Census Tract 302, Kings County, New York",392,137,141,69,120,61,21,23,11,16,10,15,0,12,0,12,0,12,237,90,0,12,0,12,211,80,26,33,0,12,0,12,0,12,0,12,6,10,0,12,8,12
1500000US360470303001,360470303001,"Block Group 1, Census Tract 303, Kings County, New York",750,212,188,90,188,90,0,12,0,12,0,12,0,12,0,12,0,12,546,170,49,54,0,12,471,152,26,29,0,12,0,12,0,12,0,12,16,34,0,12,0,12
1500000US360470303002,360470303002,"Block Group 2, Census Tract 303, Kings County, New York",322,164,102,72,77,62,25,40,0,12,25,40,0,12,0,12,0,12,202,134,0,12,0,12,202,134,0,12,0,12,0,12,0,12,0,12,18,30,0,12,0,12
1500000US360470303003,360470303003,"Block Group 3, Census Tract 303, Kings County, New York",564,170,119,65,105,64,14,23,14,23,0,12,0,12,0,12,0,12,438,163,180,119,0,12,236,77,22,35,0,12,0,12,0,12,0,12,7,14,0,12,0,12
1500000US360470304000,360470304000,"Block Group 0, Census Tract 304, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470304001,360470304001,"Block Group 1, Census Tract 304, Kings County, New York",684,242,135,72,101,62,34,27,17,19,17,19,0,12,0,12,0,12,488,203,103,62,0,12,359,186,26,40,0,12,0,12,0,12,10,14,51,48,0,12,0,12
1500000US360470304002,360470304002,"Block Group 2, Census Tract 304, Kings County, New York",493,187,157,73,118,56,39,48,0,12,30,47,0,12,9,14,0,12,256,138,96,89,0,12,137,69,23,37,0,12,0,12,0,12,0,12,71,74,0,12,9,15
1500000US360470304003,360470304003,"Block Group 3, Census Tract 304, Kings County, New York",359,112,137,68,112,66,25,30,25,30,0,12,0,12,0,12,0,12,221,87,26,40,0,12,182,73,13,20,0,12,0,12,0,12,0,12,0,12,1,2,0,12
1500000US360470305001,360470305001,"Block Group 1, Census Tract 305, Kings County, New York",411,188,76,70,48,59,28,42,28,42,0,12,0,12,0,12,0,12,266,133,0,12,0,12,255,137,11,19,0,12,0,12,0,12,5,8,0,12,15,24,49,48
1500000US360470305002,360470305002,"Block Group 2, Census Tract 305, Kings County, New York",677,222,45,54,45,54,0,12,0,12,0,12,0,12,0,12,0,12,536,197,0,12,37,62,499,191,0,12,0,12,0,12,0,12,32,48,0,12,21,32,43,41
1500000US360470305003,360470305003,"Block Group 3, Census Tract 305, Kings County, New York",1425,300,173,124,108,104,65,61,65,61,0,12,0,12,0,12,0,12,1061,240,0,12,0,12,1001,237,60,72,0,12,0,12,0,12,12,18,107,95,13,21,59,53
1500000US360470305004,360470305004,"Block Group 4, Census Tract 305, Kings County, New York",975,270,13,22,13,22,0,12,0,12,0,12,0,12,0,12,0,12,901,253,17,27,0,12,884,257,0,12,0,12,0,12,0,12,21,37,0,12,8,13,32,50
1500000US360470306001,360470306001,"Block Group 1, Census Tract 306, Kings County, New York",771,119,302,86,261,83,41,34,41,34,0,12,0,12,0,12,0,12,383,95,52,44,0,12,317,87,14,16,0,12,0,12,0,12,0,12,57,42,6,9,23,19
1500000US360470307001,360470307001,"Block Group 1, Census Tract 307, Kings County, New York",461,144,66,76,66,76,0,12,0,12,0,12,0,12,0,12,0,12,372,141,43,47,0,12,306,132,23,36,0,12,7,11,0,12,0,12,11,17,5,10,0,12
1500000US360470307002,360470307002,"Block Group 2, Census Tract 307, Kings County, New York",313,134,9,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12,242,131,71,69,0,12,171,103,0,12,0,12,0,12,0,12,0,12,38,37,24,34,0,12
1500000US360470307003,360470307003,"Block Group 3, Census Tract 307, Kings County, New York",505,162,145,90,104,67,41,66,41,66,0,12,0,12,0,12,0,12,275,118,41,42,0,12,224,115,10,15,0,12,0,12,0,12,0,12,76,60,9,16,0,12
1500000US360470308001,360470308001,"Block Group 1, Census Tract 308, Kings County, New York",911,170,347,106,244,76,103,95,83,92,20,29,0,12,0,12,0,12,510,132,67,47,0,12,437,121,6,10,0,12,0,12,0,12,0,12,54,40,0,12,0,12
1500000US360470309001,360470309001,"Block Group 1, Census Tract 309, Kings County, New York",284,129,43,46,21,32,22,33,22,33,0,12,0,12,0,12,0,12,218,107,17,25,0,12,188,100,13,18,0,12,0,12,0,12,0,12,23,26,0,12,0,12
1500000US360470309002,360470309002,"Block Group 2, Census Tract 309, Kings County, New York",298,150,55,54,41,45,14,23,14,23,0,12,0,12,0,12,0,12,243,118,22,31,5,8,211,108,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470311001,360470311001,"Block Group 1, Census Tract 311, Kings County, New York",205,97,33,38,21,34,12,20,12,20,0,12,0,12,0,12,0,12,172,73,32,43,0,12,118,72,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470311002,360470311002,"Block Group 2, Census Tract 311, Kings County, New York",464,211,95,69,95,69,0,12,0,12,0,12,0,12,0,12,0,12,362,165,24,27,0,12,338,173,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12
1500000US360470311003,360470311003,"Block Group 3, Census Tract 311, Kings County, New York",427,111,69,55,37,40,32,37,32,37,0,12,0,12,0,12,0,12,330,111,60,60,0,12,270,109,0,12,0,12,0,12,0,12,0,12,19,30,0,12,9,14
1500000US360470313001,360470313001,"Block Group 1, Census Tract 313, Kings County, New York",615,224,220,107,220,107,0,12,0,12,0,12,0,12,0,12,0,12,327,166,38,64,0,12,289,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,52
1500000US360470313002,360470313002,"Block Group 2, Census Tract 313, Kings County, New York",331,211,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,286,201,0,12,0,12,286,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,71
1500000US360470313003,360470313003,"Block Group 3, Census Tract 313, Kings County, New York",551,183,116,101,54,85,62,60,33,42,29,51,0,12,0,12,0,12,435,171,96,73,0,12,339,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470313004,360470313004,"Block Group 4, Census Tract 313, Kings County, New York",459,206,86,66,86,66,0,12,0,12,0,12,0,12,0,12,0,12,213,112,59,52,0,12,154,108,0,12,0,12,13,20,0,12,78,109,41,61,0,12,28,40
1500000US360470314000,360470314000,"Block Group 0, Census Tract 314, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470314001,360470314001,"Block Group 1, Census Tract 314, Kings County, New York",310,136,141,110,141,110,0,12,0,12,0,12,0,12,0,12,0,12,159,87,20,22,0,12,139,86,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12
1500000US360470314002,360470314002,"Block Group 2, Census Tract 314, Kings County, New York",339,110,92,50,60,49,32,31,17,25,15,26,0,12,0,12,0,12,229,87,77,47,0,12,152,82,0,12,0,12,0,12,0,12,0,12,18,26,0,12,0,12
1500000US360470314003,360470314003,"Block Group 3, Census Tract 314, Kings County, New York",504,176,124,83,107,79,17,20,17,20,0,12,0,12,0,12,0,12,340,128,190,91,0,12,137,111,13,21,0,12,0,12,0,12,0,12,40,57,0,12,0,12
1500000US360470314004,360470314004,"Block Group 4, Census Tract 314, Kings County, New York",515,196,188,104,176,101,12,27,12,27,0,12,0,12,0,12,0,12,314,137,132,83,0,12,182,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20
1500000US360470315001,360470315001,"Block Group 1, Census Tract 315, Kings County, New York",496,231,66,77,66,77,0,12,0,12,0,12,0,12,0,12,0,12,290,136,59,59,0,12,203,108,28,36,0,12,0,12,0,12,61,96,0,12,0,12,79,73
1500000US360470315002,360470315002,"Block Group 2, Census Tract 315, Kings County, New York",786,276,115,94,96,91,19,32,19,32,0,12,0,12,0,12,0,12,540,205,14,24,0,12,508,205,18,28,0,12,0,12,0,12,30,48,18,29,0,12,83,60
1500000US360470315003,360470315003,"Block Group 3, Census Tract 315, Kings County, New York",675,225,43,38,33,34,10,17,10,17,0,12,0,12,0,12,0,12,467,203,35,42,0,12,378,164,54,63,0,12,0,12,0,12,67,58,0,12,0,12,98,81
1500000US360470315004,360470315004,"Block Group 4, Census Tract 315, Kings County, New York",669,205,128,92,128,92,0,12,0,12,0,12,0,12,0,12,0,12,492,186,18,30,0,12,474,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,60
1500000US360470317011,360470317011,"Block Group 1, Census Tract 317.01, Kings County, New York",749,326,96,68,72,57,24,34,8,14,16,29,0,12,0,12,0,12,503,240,30,41,0,12,473,229,0,12,0,12,0,12,0,12,26,35,24,39,100,165,0,12
